RA,Dec,Magnitude,Bayer,Full Bayer,English Name,Flamsteed
150.7,21.949166666666667,5.66,-,-,-,-
150.14166666666665,-56.946666666666665,6.52,-,-,-,-
151.14999999999998,53.891666666666666,5.74,-,-,-,-
150.41666666666669,-53.364444444444445,6.2,-,-,-,-
150.70416666666665,-30.5775,6.54,-,-,-,-
150.4916666666667,-57.349722222222226,6.2,-,-,-,-
151.29166666666669,52.37083333333334,6.14,-,-,-,-
150.92083333333335,-9.573888888888888,6.12,-,-,-,-
150.5,-60.420833333333334,5.94,-,-,-,-
151.03333333333333,3.2011111111111115,6.45,-,-,-,13-Sex
150.92083333333335,-25.316666666666666,6.7,-,-,-,-
151.00833333333333,-18.101666666666667,5.86,-,-,-,-
150.83333333333337,-46.63611111111111,6.12,-,-,-,-
151.0875,-24.285555555555558,5.7,-,-,-,-
150.74583333333334,-60.17861111111111,6.19,-,-,-,-
150.70416666666665,-62.156388888888884,6.42,-,-,-,-
151.09583333333333,-39.975833333333334,6.43,-,-,-,-
151.41666666666669,15.7575,6.37,-,-,-,-
151.27916666666667,-13.064722222222223,4.6,υ²,υ²-Hya,-,40-Hya
150.89166666666668,-61.88388888888889,6.14,-,-,-,-
151.3125,-36.38388888888889,6.27,-,-,-,-
151.69583333333333,5.6113888888888885,6.21,-,-,-,14-Sex
151.85416666666666,35.24472222222222,4.48,-,-,-,21-LMi
151.83333333333337,16.762777777777778,3.52,η,η-Leo,-,30-Leo
151.54583333333332,-47.37,5.08,-,-,-,-
151.7875,-17.141666666666666,5.6,-,-,-,-
151.52916666666667,-52.18805555555555,6.52,-,-,-,-
152.0625,31.604166666666668,6.24,-,-,-,-
151.97500000000002,9.997499999999999,4.37,-,-,-,31-Leo
151.98333333333335,-0.37166666666666665,4.49,α,α-Sex,-,15-Sex
152.09166666666664,11.967222222222222,1.35,α,α-Leo,Regulus,32-Leo
150.17916666666665,-82.21472222222222,5.52,μ¹,μ¹-Cha,-,-
152.00416666666666,-37.33361111111111,6.36,-,-,-,-
152.1875,-10.884722222222221,6.53,-,-,-,-
152.14583333333334,-15.611666666666666,6.27,-,-,-,-
152.74166666666667,40.66138888888889,6.32,-,-,-,-
152.48333333333335,-12.095833333333333,6.24,-,-,-,-
152.52916666666667,-8.408333333333333,5.91,-,-,-,17-Sex
152.23333333333335,-51.81111111111111,4.86,-,-,-,-
152.52083333333331,-12.816111111111113,5.31,-,-,-,-
152.37916666666666,-35.85666666666667,6.13,-,-,-,-
152.8,37.401944444444446,5.85,-,-,-,-
152.64583333333331,-12.354166666666666,3.61,λ,λ-Hya,-,41-Hya
152.17499999999998,-65.81527777777778,5.28,-,-,-,-
152.72916666666666,-8.418333333333333,5.65,-,-,-,18-Sex
151.02916666666667,-81.56583333333333,6.6,μ²,μ²-Cha,-,-
152.90833333333333,13.355,6.44,-,-,-,34-Leo
152.3375,-61.549166666666665,5.6,-,-,-,-
152.82083333333333,-7.316666666666666,6.25,-,-,-,-
152.65416666666667,-41.715,5.98,-,-,-,-
152.375,-68.68333333333334,5.81,-,-,-,-
153.00833333333333,-28.60638888888889,6.28,-,-,-,-
153.2,4.6147222222222215,5.77,-,-,-,19-Sex
153.15416666666667,-19.15361111111111,6.44,-,-,-,-
153.45416666666665,27.135833333333334,6.04,-,-,-,-
152.89583333333334,-58.82805555555556,6.4,-,-,-,-
153.77916666666664,59.98555555555556,6.25,-,-,-,-
152.9416666666667,-58.06055555555555,5.72,-,-,-,-
153.09583333333333,-52.163333333333334,6.16,-,-,-,-
153.32916666666665,-27.028888888888886,6.25,-,-,-,-
153.6208333333333,21.16777777777778,6.02,-,-,-,-
153.35,-33.03194444444444,6.38,-,-,-,-
153.775,31.468055555555555,6.46,-,-,-,22-LMi
153.43749999999997,-40.34583333333334,5.9,-,-,-,-
154.50416666666666,73.07333333333332,6.4,-,-,-,-
153.34166666666667,-51.233333333333334,5.28,-,-,-,-
153.25416666666666,-59.918055555555554,6.1,-,-,-,-
153.48333333333335,-40.31055555555555,6.35,-,-,-,-
153.36666666666667,-51.75611111111111,5.78,-,-,-,-
154.45833333333334,71.06055555555555,6.66,-,-,-,-
153.3375,-61.65888888888889,6.41,-,-,-,-
153.68333333333334,-42.121944444444445,3.85,-,-,-,-
154.05833333333334,29.310555555555556,5.35,-,-,-,23-LMi
153.375,-66.37305555555555,5.16,-,-,-,-
154.50833333333333,65.10833333333333,5.82,-,-,-,32-UMa
154.11666666666667,28.6825,6.49,-,-,-,24-LMi
154.0666666666667,17.740277777777777,6.55,-,-,-,-
153.83333333333334,-36.518055555555556,6.19,-,-,-,-
154.13333333333333,23.503055555555555,5.97,-,-,-,35-Leo
154.17083333333332,23.41722222222222,3.44,ζ,ζ-Leo,-,36-Leo
154.17083333333332,25.37138888888889,5.84,-,-,-,-
154.27083333333331,42.91444444444444,3.45,λ,λ-UMa,-,33-UMa
154.0375,-11.203333333333333,6.08,-,-,-,-
154.16666666666669,13.728333333333333,5.41,-,-,-,37-Leo
153.87916666666666,-43.112500000000004,5.6,-,-,-,-
153.43333333333334,-70.03805555555556,3.32,ω,ω-Car,-,-
153.81666666666666,-54.97416666666667,6.16,-,-,-,-
154.30833333333334,23.10611111111111,5.82,-,-,-,39-Leo
154.1875,-20.670555555555556,6.57,-,-,-,-
154.54166666666669,27.415277777777778,6.52,-,-,-,-
154.40416666666667,-8.068888888888889,5.24,ε,ε-Sex,-,22-Sex
154.0125,-59.90333333333333,6.22,-,-,-,-
154.74583333333334,46.76083333333333,6.43,-,-,-,-
154.16666666666669,-51.205000000000005,6.3,-,-,-,-
154.85833333333332,48.39694444444444,6.0,-,-,-,-
155.2625,68.7475,5.96,-,-,-,-
154.75,24.711666666666666,6.4,-,-,-,-
154.52916666666667,-28.991944444444446,5.34,-,-,-,-
154.27083333333331,-61.33222222222223,3.4,-,-,-,-
155.05833333333334,53.77916666666667,6.45,-,-,-,-
155.1291666666667,54.216944444444444,6.0,-,-,-,-
154.6541666666667,-36.80472222222222,6.3,-,-,-,-
154.93333333333334,19.47083333333333,4.79,-,-,-,40-Leo
154.81666666666666,-12.528055555555556,6.0,-,-,-,-
154.61666666666667,-41.66833333333333,5.96,-,-,-,-
154.99166666666667,19.841666666666665,2.61,γ¹,γ¹-Leo,Algeiba,41-Leo
154.99166666666667,19.840555555555554,3.8,γ²,γ²-Leo,-,41-Leo
154.88333333333333,-5.105833333333333,6.37,-,-,-,-
154.99583333333334,-9.05888888888889,6.32,-,-,-,-
154.6541666666667,-56.11,5.81,-,-,-,-
157.42083333333332,84.25222222222222,5.5,-,-,-,-
154.9,-55.029444444444444,4.57,-,-,-,-
155.25833333333333,2.289722222222222,6.66,-,-,-,23-Sex
154.76666666666665,-64.6763888888889,5.67,-,-,-,-
155.0666666666667,-47.69916666666666,5.65,-,-,-,-
155.54166666666669,41.22944444444445,5.76,-,-,-,-
155.27916666666664,-17.985,6.51,-,-,-,-
155.57916666666668,41.49944444444444,3.05,μ,μ-UMa,-,34-UMa
155.45833333333331,14.975555555555555,6.12,-,-,-,42-Leo
155.36666666666665,-23.710833333333333,6.5,-,-,-,-
156.02916666666667,65.56638888888888,4.97,-,-,-,-
155.39999999999998,-22.528333333333332,6.51,-,-,-,-
155.22500000000002,-56.043055555555554,4.5,-,-,-,-
155.77499999999998,33.908055555555556,5.9,-,-,-,27-LMi
155.55,-19.866944444444446,6.13,-,-,-,-
155.75,6.5424999999999995,6.07,-,-,-,43-Leo
155.92083333333332,29.615833333333335,6.39,-,-,-,-
155.80833333333334,5.694166666666667,6.54,-,-,-,-
155.57916666666668,-41.65,4.83,-,-,-,-
156.03333333333333,33.718611111111116,5.5,-,-,-,28-LMi
155.85833333333332,-4.074166666666667,5.97,-,-,-,25-Sex
155.80416666666665,-30.16222222222222,6.27,-,-,-,-
157.76666666666668,82.5586111111111,5.26,-,-,-,-
156.05416666666667,2.368055555555556,6.32,-,-,-,-
155.87083333333334,-38.01,5.33,-,-,-,-
155.91666666666666,-41.95333333333333,6.27,-,-,-,-
156.3125,8.784722222222221,5.61,-,-,-,44-Leo
155.74166666666667,-66.90166666666667,4.99,-,-,-,-
156.475,33.79611111111111,4.74,-,-,-,30-LMi
155.95833333333331,-57.95388888888889,6.35,-,-,-,-
156.4333333333333,-7.059722222222222,5.57,-,-,-,-
156.32083333333333,-42.46805555555556,6.18,-,-,-,-
156.52083333333334,-16.836388888888887,3.81,μ,μ-Hya,-,42-Hya
156.24583333333334,-58.57638888888889,5.95,-,-,-,-
156.86666666666665,41.600833333333334,6.02,-,-,-,-
156.74999999999997,19.364444444444445,6.15,-,-,-,-
157.0125,48.78472222222222,6.44,-,-,-,-
156.5375,-42.73888888888889,6.13,-,-,-,-
156.97083333333333,36.70722222222223,4.21,β,β-LMi,-,31-LMi
156.9125,9.7625,6.04,-,-,-,45-Leo
156.09583333333336,-74.03166666666667,4.0,-,-,-,-
157.15,45.21222222222222,6.35,-,-,-,-
156.7875,-31.067777777777778,4.25,α,α-Ant,-,-
156.18333333333334,-73.97166666666666,6.19,-,-,-,-
157.475,65.6261111111111,6.32,-,-,-,35-UMa
156.70416666666668,-54.8775,5.58,-,-,-,-
157.60833333333332,64.2575,6.12,-,-,-,-
157.18333333333334,-3.7425,6.05,-,-,-,-
156.84999999999997,-57.638888888888886,4.66,-,-,-,-
157.00416666666666,-49.40555555555555,6.1,-,-,-,-
157.65416666666667,55.980555555555554,4.84,-,-,-,36-UMa
157.525,38.92527777777777,5.77,-,-,-,32-LMi
156.96666666666667,-58.739444444444445,3.82,-,-,-,-
156.85416666666666,-65.70472222222223,6.01,-,-,-,-
157.36666666666665,-2.7391666666666667,5.21,δ,δ-Sex,-,29-Sex
157.37083333333334,-29.66361111111111,5.58,-,-,-,-
157.39583333333334,-30.607222222222223,5.56,δ,δ-Ant,-,-
157.57083333333333,-0.6369444444444444,5.09,β,β-Sex,-,30-Sex
157.21666666666667,-64.17222222222223,5.29,-,-,-,-
159.00416666666666,80.49444444444444,6.52,-,-,-,-
157.74166666666667,-7.637499999999999,6.2,-,-,-,-
157.74583333333334,-13.588333333333335,5.58,-,-,-,-
157.9625,32.379444444444445,5.9,-,-,-,33-LMi
157.7125,-26.483888888888888,6.51,-,-,-,-
158.77083333333331,75.71305555555556,4.84,-,-,-,-
158.04583333333332,14.137222222222222,5.46,-,-,-,46-Leo
157.6625,-61.35611111111111,6.43,-,-,-,-
157.53333333333333,-66.985,6.19,-,-,-,-
157.95000000000002,-28.2375,6.05,-,-,-,-
158.42916666666665,53.4975,6.45,-,-,-,-
158.30416666666667,40.425555555555555,4.75,-,-,-,-
158.20000000000002,9.306666666666667,3.85,ρ,ρ-Leo,-,47-Leo
157.8375,-53.71555555555556,4.89,-,-,-,-
157.9875,-45.06666666666667,5.74,-,-,-,-
157.98333333333335,-45.06944444444445,6.09,-,-,-,-
158.375,34.98861111111111,5.58,-,-,-,34-LMi
157.58333333333334,-71.99305555555556,4.74,-,-,-,-
158.1375,-44.61888888888889,5.91,-,-,-,-
158.00416666666666,-61.68527777777778,3.32,-,-,-,-
158.7875,57.08277777777778,5.16,-,-,-,37-UMa
157.75833333333335,-73.22166666666666,4.93,-,-,-,-
158.23333333333335,-47.00333333333333,5.02,-,-,-,-
158.19583333333333,-58.66694444444444,6.0,-,-,-,-
158.5,-23.74527777777778,5.08,-,-,-,44-Hya
158.70000000000002,6.953611111111111,5.08,-,-,-,48-Leo
158.35416666666669,-58.19027777777777,6.14,-,-,-,-
158.75833333333335,8.650277777777777,5.67,-,-,-,49-Leo
158.73749999999998,-23.176111111111112,6.1,-,-,-,-
159.08749999999998,36.32694444444445,6.28,-,-,-,35-LMi
158.55,-60.98777777777778,6.23,-,-,-,-
158.90833333333336,-18.569166666666668,6.49,-,-,-,-
158.8,-39.562777777777775,5.38,-,-,-,-
158.79166666666669,-43.664722222222224,6.08,-,-,-,-
159.07083333333333,-10.583333333333334,6.57,-,-,-,-
159.0666666666667,-16.344444444444445,6.03,φ²,φ²-Hya,-,-
159.01666666666668,-26.675,6.29,-,-,-,-
159.13333333333333,-12.230277777777777,5.7,-,-,-,-
158.89583333333334,-57.55777777777777,4.45,-,-,-,-
159.29583333333332,-11.74861111111111,6.52,-,-,-,-
157.9625,-81.92111111111112,7.07,-,-,-,-
159.30416666666667,-27.412499999999998,4.89,-,-,-,-
159.38750000000002,-13.384444444444444,4.82,-,-,-,-
159.08333333333334,-59.56472222222222,5.08,-,-,-,-
159.77083333333331,53.66833333333333,5.52,-,-,-,-
159.67916666666665,31.97611111111111,4.71,-,-,-,37-LMi
159.32500000000002,-48.225833333333334,3.84,-,-,-,-
159.77916666666667,37.91,5.85,-,-,-,38-LMi
159.35833333333335,-58.733333333333334,5.45,-,-,-,-
158.85,-76.30916666666667,6.3,-,-,-,-
159.64583333333334,-16.87666666666667,4.91,φ³,φ³-Hya,-,-
159.70833333333334,-12.443611111111112,6.04,-,-,-,-
159.50833333333333,-57.256388888888885,5.91,-,-,-,-
158.86666666666667,-78.60777777777777,4.11,γ,γ-Cha,-,-
159.70833333333334,-42.75361111111111,6.11,-,-,-,-
160.45,68.44333333333334,5.75,-,-,-,-
159.68749999999997,-59.183055555555555,4.66,-,-,-,-
160.48333333333335,65.71638888888889,5.12,-,-,-,38-UMa
159.7458333333333,-58.816944444444445,5.92,-,-,-,-
159.82500000000002,-55.60333333333333,4.28,-,-,-,-
160.76666666666665,69.0761111111111,5.0,-,-,-,-
160.35,-1.7416666666666667,6.26,-,-,-,33-Sex
160.21249999999998,-35.74166666666667,6.37,-,-,-,-
160.54583333333332,31.696944444444444,6.02,-,-,-,-
160.04583333333332,-65.10055555555554,5.52,-,-,-,-
159.81666666666666,-74.49361111111111,6.07,-,-,-,-
160.92916666666665,57.19916666666666,5.8,-,-,-,39-UMa
160.32083333333333,-59.676944444444445,6.42,-,-,-,-
160.75416666666666,26.325555555555557,5.51,-,-,-,40-LMi
160.62916666666666,-13.975,6.24,-,-,-,-
160.88333333333333,46.20388888888889,5.18,-,-,-,-
160.85416666666669,23.188333333333333,5.08,-,-,-,41-LMi
160.83333333333334,4.747777777777777,5.79,-,-,-,35-Sex
160.67916666666665,-32.715833333333336,5.64,-,-,-,-
161.26666666666665,67.4113888888889,6.0,-,-,-,-
160.55833333333334,-64.46638888888889,4.82,-,-,-,-
161.05833333333334,19.75861111111111,6.27,-,-,-,-
160.66666666666666,-59.215833333333336,5.38,-,-,-,-
160.73749999999998,-64.39444444444445,2.76,θ,θ-Car,-,-
160.88333333333333,-60.56666666666667,4.57,-,-,-,-
161.2875,2.4880555555555555,6.28,-,-,-,36-Sex
161.59166666666667,57.365833333333335,6.34,-,-,-,41-UMa
161.4625,30.682222222222222,5.24,-,-,-,42-LMi
160.9625,-64.24888888888889,5.77,-,-,-,-
161.02499999999998,-63.961111111111116,4.82,-,-,-,-
160.4625,-79.78333333333333,5.97,-,-,-,-
161.52083333333334,6.373055555555555,6.37,-,-,-,-
161.6,18.891388888888887,5.49,-,-,-,51-Leo
161.60416666666669,14.194722222222222,5.48,-,-,-,52-Leo
161.2625,-59.68416666666666,6.21,η,η-Car,-,-
161.07916666666665,-70.86,6.26,-,-,-,-
161.13333333333333,-70.85499999999999,6.46,-,-,-,-
161.10833333333332,-72.44388888888889,6.27,-,-,-,-
161.7166666666667,-17.296666666666667,5.42,-,-,-,-
162.20833333333334,65.13222222222221,6.39,-,-,-,-
161.6916666666667,-49.419999999999995,2.69,μ,μ-Vel,-,-
161.5666666666667,-60.60333333333333,6.25,-,-,-,-
161.90833333333333,-15.261944444444444,6.67,-,-,-,-
161.5666666666667,-64.515,5.34,-,-,-,-
161.62083333333334,-64.26333333333334,5.23,-,-,-,-
161.7375,-56.757222222222225,5.23,-,-,-,-
161.7125,-64.38333333333334,4.85,-,-,-,-
162.2375,29.41583333333333,6.15,-,-,-,43-LMi
162.16666666666669,-1.958888888888889,5.93,-,-,-,-
162.05833333333337,-31.688333333333333,5.88,-,-,-,-
161.90833333333333,-57.467777777777776,6.36,-,-,-,-
162.3125,10.545277777777777,5.34,-,-,-,53-Leo
162.02083333333334,-59.91916666666666,6.0,-,-,-,-
162.32083333333333,-4.024166666666667,6.61,-,-,-,40-Sex
162.47083333333333,27.973888888888887,6.04,-,-,-,44-LMi
161.3125,-80.46972222222223,5.47,δ¹,δ¹-Cha,-,-
162.40416666666667,-16.19361111111111,3.11,ν,ν-Hya,-,-
162.42916666666665,-9.852777777777778,5.86,-,-,-,-
161.44166666666666,-80.54027777777777,4.45,δ²,δ²-Cha,-,-
162.79583333333332,56.58222222222223,5.67,-,-,-,43-UMa
162.84583333333333,59.32,5.58,-,-,-,42-UMa
162.57500000000002,-8.897777777777778,5.79,-,-,-,41-Sex
162.4875,-34.058055555555555,5.61,-,-,-,-
162.34999999999997,-59.32361111111111,5.91,-,-,-,-
162.77083333333331,-3.0925000000000002,5.95,-,-,-,-
163.125,52.56527777777777,6.65,-,-,-,-
163.12916666666666,52.50361111111111,6.44,-,-,-,-
163.37499999999997,69.85388888888889,5.93,-,-,-,-
163.05416666666667,1.0252777777777777,6.38,-,-,-,-
163.15,-0.2013888888888889,6.31,-,-,-,-
163.39166666666665,54.585,5.1,-,-,-,44-UMa
163.32500000000002,34.215,3.83,-,-,-,46-LMi
163.49166666666667,43.19,4.71,ω,ω-UMa,-,45-UMa
163.34999999999997,-2.2552777777777777,6.12,-,-,-,-
163.125,-57.24055555555556,5.25,-,-,-,-
163.37083333333334,-20.13888888888889,5.24,-,-,-,-
163.38333333333333,-15.445555555555556,6.38,-,-,-,-
163.42916666666665,-2.129166666666667,5.45,-,-,-,-
163.675,25.490833333333335,6.2,-,-,-,48-LMi
163.57083333333333,-13.758055555555556,5.66,-,-,-,-
163.7416666666667,34.03472222222222,5.72,-,-,-,-
163.37083333333334,-58.85333333333333,3.78,-,-,-,-
163.93333333333334,33.50694444444444,5.03,-,-,-,46-UMa
163.89999999999998,24.749722222222225,4.5,-,-,-,54-Leo
163.90416666666667,24.74888888888889,6.3,-,-,-,54-Leo
163.79583333333332,-20.665,6.44,-,-,-,-
163.42499999999998,-70.72027777777778,5.99,-,-,-,-
163.75416666666666,-42.25111111111111,6.11,-,-,-,-
164.05833333333337,42.00833333333333,6.03,-,-,-,-
163.92499999999998,0.7369444444444444,5.91,-,-,-,55-Leo
163.62083333333334,-61.82666666666667,5.93,-,-,-,-
164.00416666666666,6.185277777777778,5.81,-,-,-,56-Leo
163.1125,-79.55944444444444,6.33,-,-,-,-
164.0666666666667,22.351666666666667,6.14,-,-,-,-
164.14166666666668,25.5,6.35,-,-,-,50-LMi
163.82083333333333,-60.51694444444444,5.92,-,-,-,-
164.98333333333335,77.77,6.2,-,-,-,-
164.17916666666665,-37.13777777777778,4.6,ι,ι-Ant,-,-
164.27916666666664,-50.765,5.91,-,-,-,-
164.82083333333333,51.882222222222225,6.17,-,-,-,-
164.45,-59.731944444444444,6.11,-,-,-,-
164.86666666666665,40.430277777777775,5.05,-,-,-,47-UMa
164.88333333333333,36.09305555555556,6.0,-,-,-,-
164.3125,-75.09972222222221,6.13,-,-,-,-
165.05833333333334,45.52611111111111,5.47,-,-,-,-
164.92083333333332,11.705833333333333,6.55,-,-,-,-
164.80416666666665,-33.73722222222222,5.71,-,-,-,-
165.10416666666666,51.50194444444445,6.43,-,-,-,-
164.87499999999997,-16.35388888888889,5.89,-,-,-,-
165.08333333333334,42.91138888888889,6.02,-,-,-,-
165.27083333333334,63.42111111111111,6.39,-,-,-,-
164.94166666666666,-18.29888888888889,4.08,α,α-Crt,-,7-Crt
165.20833333333334,39.21222222222222,5.08,-,-,-,49-UMa
165.04583333333332,-14.083333333333334,5.88,-,-,-,-
164.80833333333334,-61.32027777777778,6.16,-,-,-,-
165.13750000000002,3.6175,4.84,-,-,-,58-Leo
164.9958333333333,-43.80722222222222,5.81,-,-,-,-
165.0375,-42.225833333333334,4.39,-,-,-,-
165.18333333333334,6.101388888888889,4.99,-,-,-,59-Leo
165.45833333333334,56.3825,2.37,β,β-UMa,Merak,48-UMa
165.03333333333333,-51.81777777777778,6.15,-,-,-,-
165.23749999999998,-15.792777777777777,6.34,-,-,-,-
165.16666666666669,-31.839444444444442,6.07,-,-,-,-
165.45416666666668,-2.4847222222222225,4.74,-,-,-,61-Leo
165.57916666666665,20.179722222222225,4.42,-,-,-,60-Leo
165.92916666666667,61.75083333333333,1.79,α,α-UMa,Dubhe,50-UMa
165.6,-26.83138888888889,6.23,-,-,-,-
165.80833333333334,-0.7525,6.14,-,-,-,-
164.8,-81.55611111111111,6.71,-,-,-,-
165.80833333333334,-11.303611111111111,5.5,-,-,-,-
165.9,-0.0008333333333333334,5.95,-,-,-,62-Leo
165.8166666666667,-31.960833333333333,6.46,-,-,-,-
165.9,-13.434444444444445,6.34,-,-,-,-
166.12916666666666,38.24138888888889,6.0,-,-,-,51-UMa
166.25416666666666,7.336111111111111,4.63,χ,χ-Leo,-,63-Leo
166.12916666666666,-47.67916666666667,5.67,-,-,-,-
164.80416666666665,-84.59388888888888,6.19,η,η-Oct,-,-
166.225,-35.80472222222222,5.43,-,-,-,-
166.32916666666668,-27.29361111111111,4.94,χ¹,χ¹-Hya,-,-
166.39166666666665,-11.08888888888889,6.09,-,-,-,-
166.26666666666668,-49.3925,6.13,-,-,-,-
166.4875,-27.28777777777778,5.71,χ²,χ²-Hya,-,-
166.52083333333331,-51.212500000000006,6.3,-,-,-,-
166.725,1.9555555555555555,5.52,-,-,-,65-Leo
166.65833333333333,-28.727777777777778,6.77,-,-,-,-
166.6125,-50.95666666666667,6.32,-,-,-,-
166.91250000000002,23.32361111111111,6.46,-,-,-,64-Leo
166.62083333333334,-58.67527777777777,6.02,-,-,-,-
166.78333333333333,-32.58722222222222,6.59,-,-,-,-
166.63333333333333,-62.424166666666665,4.61,-,-,-,-
166.6,-64.83972222222222,6.41,-,-,-,-
166.8166666666667,-42.63861111111111,5.15,-,-,-,-
166.97500000000002,-30.174722222222222,6.54,-,-,-,-
166.70416666666665,-70.87805555555555,5.57,-,-,-,-
167.41250000000002,67.21027777777778,6.06,-,-,-,-
167.0625,-29.972777777777775,6.49,-,-,-,-
167.20416666666665,24.65833333333333,5.68,-,-,-,67-Leo
167.32916666666668,36.309444444444445,5.74,-,-,-,-
167.17916666666665,-28.080555555555556,5.44,-,-,-,-
167.41250000000002,44.49861111111111,3.01,ψ,ψ-UMa,-,52-UMa
167.40833333333333,43.2075,5.89,-,-,-,-
167.14583333333334,-58.975,3.91,-,-,-,-
167.14166666666665,-61.947222222222216,5.13,-,-,-,-
167.47083333333333,-32.3675,5.81,-,-,-,-
168.04583333333332,68.27194444444444,6.4,-,-,-,-
167.92916666666667,14.400277777777777,6.3,-,-,-,-
167.725,-58.45527777777778,6.88,-,-,-,-
167.91250000000002,-22.825833333333332,4.48,β,β-Crt,-,11-Crt
168.1833333333333,54.89416666666666,6.63,-,-,-,-
168.1333333333333,35.81361111111111,6.41,-,-,-,-
168.05833333333334,-32.43388888888889,6.38,-,-,-,-
168.12499999999997,-18.5,6.13,ψ,ψ-Crt,-,-
168.14166666666665,-21.749166666666667,6.4,-,-,-,-
167.87083333333334,-71.4363888888889,6.35,-,-,-,-
168.13750000000002,-49.10111111111111,5.36,-,-,-,-
168.41666666666666,41.08861111111111,6.33,-,-,-,-
168.14999999999998,-60.3175,4.6,-,-,-,-
168.23333333333332,-49.73638888888889,6.11,-,-,-,-
168.30833333333334,-44.37222222222222,5.8,-,-,-,-
168.18749999999997,-64.16972222222223,5.23,-,-,-,-
168.4375,-0.06972222222222223,5.42,-,-,-,69-Leo
168.52499999999998,20.52361111111111,2.56,δ,δ-Leo,Zosma,68-Leo
168.50416666666663,8.060555555555556,5.79,-,-,-,-
168.55833333333334,15.429444444444444,3.34,θ,θ-Leo,-,70-Leo
168.4125,-53.23166666666667,5.76,-,-,-,-
168.375,-59.61944444444445,5.74,-,-,-,-
168.8,23.095555555555553,4.63,-,-,-,72-Leo
169.01666666666668,52.77305555555555,6.5,-,-,-,-
168.725,-43.73416666666667,6.21,-,-,-,-
168.9625,13.307500000000001,5.32,-,-,-,73-Leo
168.9875,12.844722222222222,6.67,-,-,-,-
169.17083333333332,49.47638888888889,5.88,-,-,-,-
169.16250000000002,-3.6516666666666664,4.47,φ,φ-Leo,-,74-Leo
169.2416666666667,-7.134722222222223,6.14,-,-,-,-
169.1125,-45.88,6.31,-,-,-,-
169.32083333333333,2.0105555555555554,5.18,-,-,-,75-Leo
169.29583333333332,-38.01444444444444,6.27,-,-,-,-
169.4125,-34.73722222222222,6.45,-,-,-,-
169.54166666666669,31.529166666666665,4.87,ξ,ξ-UMa,-,53-UMa
169.54583333333332,31.529166666666665,4.41,ξ,ξ-UMa,-,53-UMa
169.42916666666665,-36.53444444444444,6.68,-,-,-,-
169.61666666666667,33.094166666666666,3.48,ν,ν-UMa,-,54-UMa
169.5875,11.98472222222222,6.66,-,-,-,-
169.32916666666665,-67.8236111111111,6.06,-,-,-,-
169.77916666666664,38.18555555555555,4.78,-,-,-,55-UMa
169.72916666666666,1.6505555555555556,5.91,-,-,-,76-Leo
169.83333333333334,-14.778611111111111,3.56,δ,δ-Crt,-,12-Crt
170.22083333333333,67.10055555555554,6.21,-,-,-,-
169.8166666666667,-64.5825,5.99,-,-,-,-
169.64166666666668,-79.66861111111112,6.35,-,-,-,-
170.28333333333333,6.029444444444445,4.05,σ,σ-Leo,-,77-Leo
169.9,-75.14250000000001,6.27,-,-,-,-
170.45416666666665,57.075,6.43,-,-,-,-
170.0125,-71.99444444444444,6.41,-,-,-,-
170.25,-54.49111111111111,3.89,π,π-Cen,-,-
170.7125,64.33055555555555,6.02,-,-,-,-
170.70416666666665,43.48277777777778,4.99,-,-,-,56-UMa
170.59583333333333,-44.645833333333336,6.12,-,-,-,-
170.82500000000002,0.13166666666666665,6.05,-,-,-,-
170.83749999999998,-18.779999999999998,5.09,λ,λ-Crt,-,13-Crt
170.8,-36.164722222222224,5.0,-,-,-,-
170.48749999999998,-77.60833333333333,6.43,-,-,-,-
170.78333333333333,-56.779444444444444,5.79,-,-,-,-
170.97916666666666,10.529166666666667,3.94,ι,ι-Leo,-,78-Leo
171.00833333333333,1.4077777777777778,5.39,-,-,-,79-Leo
170.83749999999998,-64.955,5.11,-,-,-,-
171.15,-10.859444444444444,4.83,ε,ε-Crt,-,14-Crt
171.09166666666667,-42.66916666666666,6.12,-,-,-,-
171.24166666666667,11.430277777777777,5.8,-,-,-,-
171.21666666666667,-17.683888888888887,4.08,γ,γ-Crt,-,15-Crt
171.04583333333332,-72.25666666666666,5.59,-,-,-,-
171.48749999999998,55.85055555555556,5.75,-,-,-,-
171.4,16.45638888888889,5.57,-,-,-,81-Leo
171.37083333333334,-36.06305555555555,5.22,-,-,-,-
171.45833333333334,3.86,6.37,-,-,-,80-Leo
171.3875,-37.74777777777778,5.89,-,-,-,-
171.60416666666669,33.45055555555556,6.32,-,-,-,-
171.42916666666665,-63.97277777777778,5.17,-,-,-,-
171.6875,3.0130555555555554,6.5,-,-,-,83-Leo
171.64583333333334,-61.11527777777778,5.3,-,-,-,-
171.78749999999997,-12.356666666666666,5.94,κ,κ-Crt,-,16-Crt
171.69583333333333,-53.16,5.81,-,-,-,-
171.98333333333332,2.8561111111111113,4.95,τ,τ-Leo,-,84-Leo
171.9708333333333,-1.7,6.25,-,-,-,-
171.99166666666667,-35.328611111111115,6.45,-,-,-,-
172.26666666666665,61.77833333333333,5.83,-,-,-,-
172.26666666666665,39.33694444444445,5.31,-,-,-,57-UMa
172.14583333333334,-42.674166666666665,5.08,-,-,-,-
172.42916666666665,56.737500000000004,6.28,-,-,-,-
172.07500000000002,-72.47444444444444,6.09,-,-,-,-
